Calendar_Year,Blind_Model,n,claims
2007,BV.1,39,0
2007,BW.91,109,1
2006,AJ.71,219,0
2006,AY.55,900,6
2006,L.7,872,4
2006,AO.10,707,5
2006,AO.14,560,1
2006,AY.47,278,0
2006,BO.88,343,0
2006,R.19,121,0
2007,R.19,104,0
2006,P.20,845,3
2006,BF.4,22,0
2006,R.31,1495,6
2006,Z.8,496,3
2006,AJ.3,137,0
2006,BM.15,177,0
2006,AY.3,41,0
2007,AY.3,46,0
2006,AH.169,78,0
2007,BW.97,41,0
2006,X.41,1155,3
2006,BW.80,133,0
2006,Y.22,308,5
2006,AQ.2,168,1
2006,AY.21,42,0
2006,L.35,158,0
2006,Z.12,19,0
2007,Z.12,23,0
2006,BH.43,91,0
2006,BR.3,929,4
2006,AF.15,274,0
2006,R.1,894,4
2006,AH.9,62,2
2006,BU.15,14,0
2007,BU.15,10,0
2006,U.9,7,0
2007,U.9,9,0
2006,AL.9,142,0
2006,BW.172,552,4
2006,I.25,211,0
2006,L.10,16,0
2007,L.8,17,1
2006,L.8,21,0
2006,K.22,311,1
2007,BH.45,33,0
2006,BH.45,16,1
2006,AY.2,83,1
2007,AY.2,66,0
2006,BW.154,644,1
2006,AZ.5,223,1
2006,P.9,918,5
2006,I.12,244,0
2006,BW.99,17,0
2007,BW.99,12,0
2006,AJ.114,1493,9
2006,BO.94,63,0
2006,BW.45,358,1
2006,K.53,883,6
2006,I.33,592,3
2007,BW.41,135,0
2006,AL.21,190,0
2006,BW.37,855,7
2006,N.23,695,1
2006,AW.4,519,3
2006,P.16,882,7
2006,BU.8,31,0
2006,AY.27,19,0
2007,AY.27,18,0
2006,G.6,254,2
2006,AC.1,891,5
2006,BW.65,349,1
2006,AL.87,282,0
2006,Z.34,314,0
2007,AO.16,165,0
2006,BV.12,674,3
2006,K.58,289,1
2006,AL.76,294,1
2006,L.1,584,2
2006,AY.26,560,5
2006,X.32,43,0
2006,AU.51,389,1
2006,AL.36,89,0
2006,Q.2,649,1
2006,AL.43,270,1
2006,AR.10,264,0
2006,BH.44,100,0
2006,K.17,258,2
2007,BT.24,30,0
2006,BW.28,85,1
2006,BL.2,30,0
2007,BL.2,20,0
2006,BG.7,107,1
2007,BG.7,107,0
2006,I.11,598,1
2006,AL.108,38,0
2007,AL.108,71,0
2006,AI.5,148,1
2006,W.9,370,2
2006,AL.103,412,1
2006,BW.64,209,2
2006,AQ.8,114,0
2006,BO.50,160,0
2006,BP.22,203,3
2006,AF.12,432,4
2006,Z.11,221,1
2006,AH.147,331,3
2006,BT.25,76,1
2006,AH.148,942,4
2006,Q.7,1,0
2007,Q.7,3,0
2006,AL.105,316,2
2006,AQ.16,442,3
2006,BW.33,768,4
2006,BY.12,1154,6
2006,BO.24,47,0
2007,AE.2,10,0
2006,Q.12,20,0
2007,Q.12,19,0
2006,R.22,1719,7
2006,R.7,535,2
2006,AH.74,321,0
2006,AL.60,269,1
2006,AR.43,294,1
2006,AH.156,303,1
2006,Y.45,65,0
2006,X.35,280,1
2006,S.1,121,1
2006,AZ.22,961,6
2006,AH.82,46,0
2006,L.13,1036,3
2006,BW.61,982,2
2006,W.29,85,0
2006,AU.47,224,0
2006,BT.46,163,0
2006,BO.82,108,0
2007,AH.93,21,0
2006,BG.22,217,2
2006,O.20,263,4
2006,R.29,224,1
2006,BA.1,95,1
2006,AI.15,296,1
2006,BG.9,318,0
2006,BW.155,675,3
2006,AU.12,135,0
2006,K.19,197,1
2006,BH.10,549,4
2006,W.14,252,0
2006,AH.38,145,1
2006,AH.170,414,3
2006,AL.70,187,2
2007,K.95,48,0
2006,AJ.100,15,0
2007,AJ.100,13,0
2006,BM.1,31,0
2006,AU.42,52,0
2007,AJ.90,24,0
2006,X.36,75,0
2006,BT.45,219,0
2006,AL.47,165,2
2006,AJ.18,186,3
2006,AJ.83,30,0
2007,AJ.83,33,0
2006,Z.15,21,0
2007,Z.15,38,1
2006,AU.64,95,0
2006,AL.66,100,0
2007,AL.66,185,1
2006,BZ.4,379,3
2006,AJ.23,287,0
2006,W.6,163,3
2007,AZ.5,170,0
2006,J.1,84,0
2006,BZ.23,231,1
2006,AL.44,303,2
2007,AL.44,457,0
2006,BW.118,34,0
2006,BW.54,712,9
2006,AH.15,123,0
2005,BW.65,343,1
2005,AH.41,214,5
2005,AV.6,534,6
2005,BY.13,1708,7
2006,BO.17,37,1
2005,BO.17,40,0
2005,BT.54,1477,10
2005,AQ.14,1452,5
2006,BO.98,343,0
2006,BW.72,397,1
2005,AU.51,534,1
2005,AH.40,390,3
2005,BG.9,315,0
2005,AH.147,362,2
2005,AJ.19,871,6
2005,AL.58,42,2
2005,X.26,158,2
2005,AH.46,254,0
2006,AH.46,269,0
2005,AN.14,387,3
2005,BW.46,42,1
2005,BV.22,1207,9
2005,BG.15,46,0
2006,BG.15,46,0
2007,BG.15,46,0
2005,BU.15,11,0
2005,K.38,29,1
2005,G.9,733,6
2005,AL.76,313,0
2005,AJ.83,26,0
2005,X.36,118,2
2005,AQ.8,131,1
2005,AH.28,493,2
2005,Z.24,5,0
2006,Z.24,5,0
2005,AZ.35,759,4
2006,AZ.35,672,1
2005,BW.28,89,0
2005,X.14,7,0
2006,X.14,5,0
2006,BZ.34,119,0
2005,I.5,20,0
2006,I.5,23,0
2007,I.5,16,0
2005,BF.37,479,4
2005,BO.90,237,4
2005,BW.58,933,6
2005,AH.45,108,3
2005,AL.69,571,3
2005,K.8,175,4
2006,K.8,175,2
2005,AF.16,543,0
2005,AH.79,198,2
2005,AL.7,463,3
2006,AY.44,186,0
2005,AU.60,189,1
2006,AU.60,142,1
2005,L.1,655,5
2006,AL.107,8,1
2005,AN.5,1598,6
2005,AY.55,807,2
2005,BW.163,4210,19
2005,AL.17,200,2
2005,AH.148,897,8
2005,W.11,183,0
2006,BZ.28,655,2
2006,R.10,182,1
2005,BP.9,882,8
2005,AF.15,288,0
2005,BO.23,222,0
2006,BO.23,234,1
2006,BW.185,103,0
2005,O.20,268,4
2006,BO.18,395,0
2005,BM.15,202,1
2005,K.47,1413,5
2006,Q.39,156,0
2005,AU.47,235,2
2005,BW.52,194,0
2006,BW.52,187,3
2005,O.2,815,6
2005,BV.30,69,0
2006,BV.30,51,0
2007,BV.30,32,0
2007,R.42,230,0
2005,BV.32,59,0
2006,R.43,172,0
2005,R.43,210,0
2005,AI.16,193,0
2005,BF.18,236,0
2006,AJ.37,77,0
2006,BW.9,337,3
2005,AZ.5,311,0
2005,AU.41,105,0
2005,AZ.6,344,1
2005,V.6,50,2
2005,AH.52,536,4
2005,AR.39,135,3
2005,I.34,161,0
2006,I.34,297,4
2006,P.38,1206,2
2005,K.26,25,0
2005,AN.7,833,3
2005,Q.23,334,2
2006,Q.23,280,1
2005,B.1,9,0
2005,AH.169,67,0
2006,BO.92,42,0
2007,BO.92,61,1
2005,AJ.90,18,0
2006,AJ.90,21,0
2006,AV.11,171,0
2007,AV.11,167,0
2005,BF.7,93,0
2005,E.7,3,0
2006,E.7,3,0
2007,E.7,3,0
2005,AV.12,154,0
2005,BW.64,211,4
2005,K.48,174,0
2006,K.48,167,0
2007,AD.3,51,0
2006,AD.3,67,0
2005,AF.23,203,1
2005,K.85,338,2
2006,BW.89,98,1
2005,BW.89,80,1
2005,BW.102,4,0
2006,BW.102,3,0
2007,BW.102,6,0
2005,BO.9,444,1
2005,K.22,403,4
2005,AL.9,167,1
2006,BM.16,103,1
2005,BM.16,115,0
2006,AL.90,469,1
2005,X.21,536,1
2006,BW.186,14,0
2005,AX.6,82,0
2007,AZ.33,50,0
2005,Y.39,87,0
2005,AZ.4,42,0
2006,BW.135,61,0
2005,BW.135,69,0
2007,BN.1,6,0
2006,BO.84,198,0
2005,BO.84,262,1
2005,BO.24,42,0
2005,L.59,705,5
2006,X.26,134,0
2005,AY.26,523,5
2005,Q.39,193,0
2007,D.22,71,0
2005,AH.91,87,1
2006,BH.16,324,0
2005,BH.16,405,4
2005,BW.21,205,0
2005,AQ.24,41,0
2005,BM.2,30,1
2006,BM.2,24,0
2006,BW.21,201,0
2006,AI.11,260,1
2007,BW.135,64,0
2005,AH.143,116,0
2005,BO.102,70,0
2006,BO.102,78,0
2006,I.1,82,0
2005,BM.20,43,1
2006,Y.46,107,0
2005,Q.12,25,0
2005,I.1,91,1
2005,BZ.26,300,5
2006,L.41,157,1
2005,L.41,133,0
2006,BG.14,246,1
2005,Q.20,21,0
2005,V.2,561,4
2005,AV.5,63,0
2006,AV.5,50,0
2005,U.5,28,0
2006,U.5,16,0
2005,Q.10,42,0
2006,Q.10,38,0
2006,AU.41,94,1
2006,BW.87,36,0
2005,BW.87,39,0
2005,AI.48,187,0
2005,R.8,134,0
2006,R.8,145,0
2005,Q.19,199,1
2005,U.9,7,0
2005,S.1,121,0
2006,AL.37,183,1
2005,BW.45,307,2
2005,BH.17,53,0
2006,BH.17,43,1
2006,K.25,180,2
2005,Z.45,199,0
2006,V.6,41,0
2005,BU.10,281,0
2005,AY.5,50,0
2006,AY.5,45,0
2005,Y.47,130,1
2005,AX.8,131,0
2005,L.19,113,1
2005,E.28,21,0
2006,E.28,23,0
2006,AN.14,276,1
2005,BW.61,706,2
2005,Z.10,16,0
2006,Z.10,15,0
2005,K.66,1531,8
2005,AH.86,156,1
2006,AH.86,185,1
2005,AH.129,4,0
2005,BW.27,189,0
2006,AX.8,99,1
2005,BC.1,72,0
2006,BC.1,66,0
2005,M.11,502,3
2005,AJ.114,776,4
2005,Z.40,187,0
2005,AH.9,59,0
2005,AH.3,141,1
2006,Z.45,162,0
2005,BG.7,105,0
2005,AH.33,203,1
2005,AZ.39,303,1
2005,AL.85,70,1
2006,AL.85,64,0
2005,BW.80,147,0
2006,BG.3,263,0
2006,Z.41,84,0
2005,AY.35,403,3
2005,BT.45,198,2
2005,BW.188,286,0
2006,AX.6,78,1
2006,BV.10,144,2
2005,AZ.12,43,0
2005,N.20,116,1
2006,N.20,113,2
2005,AC.5,369,2
2005,R.4,280,0
2005,AY.54,72,0
2006,AY.54,116,2
2006,AL.110,53,0
2005,BA.8,157,0
2006,AH.3,141,0
2005,AZ.15,114,1
2006,AZ.15,111,0
2005,BO.89,82,0
2006,BO.89,86,0
2006,P.7,99,0
2006,R.12,198,0
2006,P.27,37,0
2006,AL.67,200,1
2006,O.9,53,0
2006,AF.5,97,1
2005,BU.39,116,0
2005,AL.82,49,0
2006,AL.82,61,0
2006,BW.41,150,0
2005,BW.41,186,0
2005,AJ.106,28,0
2005,N.22,237,0
2005,AH.21,173,0
2006,AI.47,36,0
2006,AF.19,66,0
2005,BU.22,212,2
2005,X.18,18,0
2006,W.18,49,0
2006,AY.65,387,5
2007,R.8,126,0
2005,BO.51,22,0
2005,BW.84,25,0
2006,AZ.6,250,1
2005,AU.42,43,0
2005,AH.156,307,0
2005,BW.136,23,0
2006,BW.136,20,0
2007,BW.136,19,0
2006,BW.119,7,0
2007,BW.119,3,0
2007,AY.54,139,0
2005,BW.94,29,0
2006,P.11,40,0
2005,AU.12,181,4
2005,AE.1,4,0
2006,AE.1,4,0
2006,BT.18,213,0
2005,AH.65,189,1
2005,K.25,212,2
2006,BW.138,3,0
2005,BW.138,5,0
2007,AH.131,3,0
2006,AH.131,4,0
2006,BH.49,20,0
2007,BH.49,19,0
2005,BH.49,37,0
2006,AH.21,242,0
2005,AY.43,610,2
2005,BW.82,27,0
2006,BW.82,23,0
2006,BT.21,53,0
2005,AF.22,39,0
2006,AF.22,35,0
2007,AF.22,60,1
2005,R.19,158,1
2005,BP.22,200,0
2005,BV.1,63,0
2007,I.1,59,0
2005,AQ.40,169,2
2005,BF.4,35,0
2005,AG.7,18,0
2006,AG.7,23,0
2006,Z.30,13,0
2007,Z.30,10,0
2006,BU.22,147,1
2005,BV.2,90,0
2006,BV.2,78,0
2006,AQ.40,122,2
2006,AZ.39,292,3
2005,AH.38,163,0
2007,AH.140,5,0
2006,AH.140,4,0
2005,AH.140,2,0
2005,BU.23,83,0
2006,BU.23,64,1
2007,BU.23,46,0
2005,Y.45,80,1
2005,AQ.2,205,0
2005,Z.36,60,0
2006,BT.28,179,1
2005,AJ.94,16,0
2006,AJ.94,13,0
2005,AQ.28,146,0
2006,AQ.28,111,1
2005,BH.19,77,0
2006,BH.19,66,0
2007,BH.19,58,0
2005,Y.48,73,0
2005,R.39,194,3
2005,X.32,46,0
2005,W.9,380,2
2005,W.10,103,0
2005,AY.9,106,1
2005,AH.35,240,0
2006,AH.35,260,0
2005,AV.14,191,2
2006,AV.14,146,1
2005,BF.38,76,0
2006,D.24,172,1
2007,AL.52,109,1
2006,AL.52,81,0
2005,BG.10,16,0
2006,AH.91,128,1
2005,BV.26,88,0
2005,AL.51,132,0
2006,AL.51,414,1
2007,AL.51,560,1
2005,Q.13,10,0
2006,Q.13,9,1
2007,Q.13,6,0
2005,X.15,41,0
2006,X.15,34,0
2007,B.3,32,0
2006,AH.31,83,0
2005,AH.31,84,0
2005,AL.50,16,1
2006,AL.50,19,0
2007,AL.50,12,0
2006,AJ.106,24,0
2006,BW.14,27,0
2007,AH.86,195,1
2005,BG.20,6,0
2005,BT.74,6,0
2005,AL.84,16,0
2006,AL.84,20,0
2005,W.6,174,0
2005,L.34,168,1
2006,AL.58,49,0
2005,BW.118,25,0
2005,BF.28,130,1
2005,BO.82,114,0
2006,BT.24,30,0
2005,BT.24,30,0
2006,R.37,26,0
2006,AP.11,51,0
2007,AP.11,38,0
2005,X.6,34,0
2005,BA.1,65,0
2005,AJ.71,196,0
2005,BW.91,100,0
2006,BW.91,114,0
2006,R.39,174,1
2005,BZ.34,124,4
2005,BM.18,16,0
2006,BM.18,15,0
2007,BM.18,10,0
2005,E.4,5,0
2006,E.4,6,0
2006,L.34,122,0
2005,AU.64,133,0
2006,BO.96,41,0
2005,BO.96,44,0
2005,AY.36,396,3
2007,BW.78,2,0
2005,AY.2,88,1
2005,AH.61,26,0
2006,X.34,42,0
2005,B.2,36,0
2006,B.2,31,0
2006,U.7,200,0
2005,AJ.12,77,0
2006,AJ.12,69,3
2006,E.17,13,0
2006,E.24,5,0
2005,E.24,2,0
2006,BA.6,12,0
2005,BA.6,2,0
2006,BT.74,11,0
2005,AY.59,24,0
2006,AY.59,29,0
2007,AY.59,44,0
2005,AH.90,14,0
2006,AH.90,21,0
2006,BW.46,30,0
2005,AX.5,60,0
2005,G.3,160,2
2005,BG.17,52,0
2007,BW.109,24,0
2006,AQ.24,52,0
2006,B.3,35,0
2005,B.3,35,0
2005,BF.6,203,1
2007,AH.3,148,1
2006,AL.53,69,0
2007,BB.1,18,0
2007,AQ.41,7,0
2006,AQ.41,7,0
2005,AU.30,185,4
2005,BO.94,60,0
2005,BO.76,33,0
2006,AI.18,42,0
2007,AI.18,47,0
2005,AI.18,54,0
2005,AL.52,27,0
2007,X.34,58,0
2005,I.35,63,0
2006,I.35,94,0
2006,BH.40,6,0
2005,BH.40,6,0
2006,R.42,227,0
2005,BH.5,14,0
2005,BZ.4,231,1
2006,BW.84,19,1
2006,BW.25,94,0
2007,BT.41,22,0
2006,BT.41,18,0
2006,BL.1,96,0
2005,BL.1,97,0
2005,N.19,179,2
2005,AY.6,78,0
2005,AY.17,120,0
2006,AY.17,86,0
2005,BW.14,23,0
2005,AF.5,57,0
2005,AH.159,17,1
2006,AH.159,15,0
2007,AH.159,16,0
2006,BH.46,43,0
2005,BH.46,55,0
2007,AH.31,83,1
2005,AZ.33,68,0
2006,AZ.33,61,1
2005,AZ.9,38,0
2007,Z.21,34,0
2007,Q.18,191,1
2007,CB.2,19,0
2006,CB.2,14,0
2006,CB.7,19,0
2005,CB.7,17,0
2007,E.24,15,0
2006,E.23,56,0
2005,E.23,24,0
2007,E.23,74,0
2005,X.34,12,0
2005,BO.91,37,0
2006,K.38,25,0
2007,K.38,27,0
2006,AZ.9,38,0
2007,BW.87,37,0
2005,BH.48,13,0
2005,BS.1,61,0
2006,BS.1,42,0
2007,BS.1,39,0
2006,E.8,12,0
2005,E.8,9,0
2005,R.34,93,0
2005,BW.44,26,1
2006,BW.44,24,0
2005,AI.3,69,0
2006,AI.3,53,0
2005,BT.22,51,0
2006,BT.22,54,0
2007,BT.22,54,0
2005,BW.35,54,1
2007,BA.6,33,1
2005,Z.12,16,0
2007,L.34,93,0
2006,AJ.25,17,0
2006,BF.6,146,1
2006,AT.1,50,0
2005,BT.9,18,0
2006,BT.9,17,0
2006,AQ.43,89,0
2005,Y.22,104,0
2005,AD.4,36,0
2005,AY.62,37,0
2005,AH.66,29,0
2006,R.4,246,0
2006,BG.17,55,0
2006,AY.6,69,0
2005,AR.6,23,0
2005,I.32,129,1
2006,I.32,194,0
2005,G.7,90,0
2006,G.7,80,0
2005,AI.28,4,0
2006,AI.28,2,0
2005,Z.21,63,0
2006,Z.21,43,0
2006,AJ.82,27,0
2006,BW.94,23,0
2005,E.5,33,0
2006,E.5,28,0
2006,N.19,154,0
2005,R.11,84,0
2006,R.11,58,0
2006,BW.88,36,0
2005,BW.88,30,0
2005,AO.24,7,0
2006,AO.24,6,0
2006,AH.55,36,0
2005,BW.85,23,0
2006,BW.85,17,0
2007,BW.85,24,0
2005,AY.44,167,1
2007,BG.20,10,0
2006,BG.20,7,0
2005,BM.1,38,0
2007,BH.6,5,0
2005,BT.46,130,0
2005,AG.2,45,0
2006,AI.7,8,1
2007,AI.7,6,0
2005,BG.13,121,0
2006,BG.13,121,1
2007,BG.13,117,0
2005,BV.29,19,0
2006,BV.29,18,0
2005,V.5,13,0
2006,V.5,7,0
2005,BW.99,12,1
2005,BO.97,7,0
2005,AU.19,19,0
2006,AU.19,19,0
2005,Q.4,19,0
2006,Q.4,19,0
2007,Q.4,14,0
2005,BG.5,50,0
2007,AY.6,53,1
2005,BW.147,6,0
2005,Z.19,31,0
2006,Z.19,18,0
2007,Z.19,15,0
2006,BK.1,14,0
2007,BK.1,13,0
2005,BK.1,13,0
2005,AM.3,19,0
2006,BO.19,7,0
2007,BO.19,6,0
2005,BO.19,6,0
2006,X.5,24,0
2005,AQ.6,45,0
2006,AQ.6,30,0
2005,F.1,57,0
2005,AL.19,70,0
2006,AL.41,24,0
2005,AL.41,25,0
2005,AJ.118,1,0
2006,Q.18,89,0
2006,BM.17,15,0
2005,BM.17,21,0
2007,AJ.63,11,0
2005,AY.38,223,0
2006,AY.38,239,3
2005,AL.47,142,1
2007,AH.90,30,1
2005,R.16,161,1
2006,BF.34,42,3
2007,BF.34,31,0
2005,BF.34,70,0
2006,AR.22,21,0
2005,AR.22,21,0
2005,BL.2,25,0
2006,AV.6,436,1
2006,E.9,58,0
2007,CB.8,8,0
2007,E.6,15,0
2005,E.6,9,0
2006,E.6,8,0
2006,BF.28,99,1
2005,L.10,19,0
2007,BL.1,87,0
2005,AQ.33,29,0
2005,AE.10,13,0
2006,AE.10,20,0
2005,U.6,6,0
2005,AL.21,134,2
2005,AQ.37,21,0
2005,E.27,6,0
2006,E.27,8,0
2007,E.27,14,0
2006,BW.70,100,0
2005,BW.70,70,0
2005,AQ.9,41,0
2006,U.1,6,0
2005,U.1,6,0
2006,AQ.33,30,0
2006,BV.26,56,0
2006,BZ.32,110,1
2006,AY.62,39,0
2005,BT.41,15,0
2005,BM.6,10,0
2005,BA.4,2,0
2006,BF.7,73,0
2006,BW.142,7,0
2005,L.55,54,0
2005,AD.3,67,0
2005,BZ.38,40,0
2006,L.53,14,0
2005,L.53,16,0
2005,Q.9,9,0
2005,AU.61,18,0
2006,AU.61,14,0
2006,AH.128,3,0
2005,E.3,12,0
2006,E.3,8,0
2006,Y.16,103,0
2005,BH.24,102,0
2005,AE.3,9,0
2006,AE.3,10,0
2007,AE.3,8,0
2005,AL.44,90,0
2005,X.53,160,0
2006,X.53,112,0
2005,BW.11,2,0
2006,BW.11,1,0
2007,BW.11,1,0
2007,W.17,57,0
2005,AH.12,11,0
2006,G.3,107,0
2006,BW.188,313,3
2005,BV.25,51,0
2006,BV.25,32,0
2005,AY.69,62,0
2006,AY.69,54,0
2007,AY.69,46,0
2005,AJ.102,25,0
2005,BF.2,14,0
2006,BF.2,18,0
2006,AY.9,79,0
2006,X.18,12,0
2006,AX.5,41,0
2005,AH.72,15,0
2005,BW.73,33,0
2006,BW.73,46,0
2007,BW.73,47,0
2005,AH.55,31,0
2007,AE.1,2,0
2005,AQ.43,37,0
2005,BF.30,66,0
2007,BA.13,3,0
2007,AR.7,26,0
2006,AR.7,26,0
2006,AJ.16,24,1
2005,AE.7,16,0
2006,AE.7,13,0
2006,AM.3,15,0
2007,BF.19,27,0
2006,BF.19,3,0
2005,BH.15,11,0
2006,BH.15,11,0
2007,L.41,160,0
2005,P.16,83,0
2006,AH.61,21,0
2007,AH.61,25,0
2005,AE.5,29,0
2006,AL.99,44,0
2006,AR.4,18,0
2007,K.8,137,0
2005,BU.8,30,0
2006,AE.5,15,1
2007,I.25,265,1
2005,I.25,117,0
2005,BM.3,15,0
2006,BM.3,14,0
2006,AH.87,20,0
2007,AH.87,23,0
2005,AH.87,14,0
2005,AY.3,45,0
2007,BH.15,8,0
2005,R.36,40,0
2006,BZ.38,41,0
2006,AH.42,86,0
2005,AH.42,45,0
2007,AV.12,77,0
2006,AL.19,77,0
2005,AP.11,56,0
2007,X.47,40,0
2005,L.45,11,0
2006,L.45,10,0
2007,AT.1,42,0
2006,BP.10,17,0
2007,AL.41,13,0
2007,AJ.16,24,0
2006,BH.36,8,0
2007,BH.36,4,0
2006,Q.5,5,0
2006,AQ.37,17,0
2007,AQ.37,14,0
2006,BW.146,2,0
2006,AJ.63,16,0
2006,BF.32,126,1
2006,AR.32,33,0
2007,Q.17,36,0
2006,AH.62,15,0
2007,AH.62,14,0
2006,AH.72,13,0
2007,BF.21,62,1
2007,M.4,23,0
2006,BW.139,1,0
2007,BW.139,1,0
2007,BT.6,10,0
2007,AI.30,10,0
2007,K.49,56,0
2006,R.16,139,0
2007,R.16,113,0
2006,AD.4,25,0
2006,AL.18,76,0
2006,AQ.9,36,1
2007,BV.29,18,0
2005,L.8,14,0
2006,BH.41,3,0
2005,BH.41,6,0
2007,L.45,5,0
2007,AH.66,27,0
2006,AH.66,26,0
2006,AZ.12,39,0
2005,AP.8,4,0
2006,AP.8,6,0
2007,AZ.15,94,1
2005,AZ.25,37,0
2006,AZ.25,41,0
2007,BW.108,25,0
2006,AY.60,28,0
2007,AY.60,44,0
2005,AY.60,21,0
2007,AT.2,9,0
2005,AT.2,13,0
2006,AT.2,11,0
2005,BG.18,35,0
2006,BG.18,29,0
2005,BO.30,17,0
2005,BF.32,61,2
2007,AE.10,16,0
2007,AU.67,48,0
2007,Q.9,14,0
2007,AR.19,15,0
2007,AU.52,4,0
2007,R.11,51,0
2007,BU.12,6,0
2007,BO.96,42,0
2007,AZ.12,47,0
2007,L.53,12,0
2007,AL.80,6,0
2007,Q.44,4,0
2007,AM.5,6,0
2007,BG.18,36,0
2005,AY.18,46,0
2006,AY.18,39,0
2006,AY.12,67,0
2006,Z.36,53,0
2005,AY.12,70,0
2006,BU.12,4,0
2007,K.94,47,1
2006,R.36,24,0
2006,BV.32,61,0
2007,G.7,64,0
2005,BB.1,15,0
2006,BB.1,17,0
2007,AL.58,46,0
2005,CB.3,8,0
2006,CB.3,10,0
2007,CB.3,11,0
2005,AH.78,46,0
2006,AH.78,42,1
2006,F.1,45,0
2005,BH.4,22,0
2006,BH.4,22,0
2007,BH.4,18,0
2007,Q.5,3,0
2007,AI.47,60,1
2007,BW.98,17,0
2007,AJ.125,41,0
2007,Q.10,24,0
2007,BW.146,1,0
2007,BW.182,21,0
2007,AR.6,9,0
2006,AH.60,50,0
2007,L.11,3,0
2006,BW.29,36,0
2007,AH.72,8,0
2007,AM.2,5,0
2006,AM.2,8,0
2006,Q.44,3,0
2007,AE.5,16,0
2005,BZ.2,33,0
2006,BZ.2,106,1
2006,AM.5,8,0
2007,AQ.33,27,0
2006,BO.30,20,0
2007,BO.30,17,0
2006,AI.30,10,0
2005,AZ.31,5,0
2006,AZ.31,6,0
2007,F.1,30,0
2005,AJ.57,2,0
2006,AJ.57,4,0
2007,AJ.57,6,0
2005,Q.5,4,0
2005,D.5,9,0
2006,D.5,7,0
2007,D.5,5,0
2007,AQ.29,7,0
2007,BF.1,3,0
2007,AP.9,8,0
2005,AP.9,16,0
2005,Z.41,108,1
2005,AR.4,15,0
2007,AR.4,10,0
2007,AZ.9,30,0
2005,Q.47,11,0
2007,R.36,21,0
2006,BO.97,10,0
2005,AJ.91,11,0
2006,AJ.91,13,0
2005,AR.7,38,0
2005,AU.65,35,0
2006,AU.65,32,0
2007,AG.8,22,0
2007,BW.46,24,0
2007,E.17,11,0
2007,AG.2,70,1
2007,AU.65,20,0
2007,AI.32,1,0
2006,AI.32,1,0
2006,BM.13,11,0
2007,BM.13,7,0
2007,AZ.25,34,0
2007,AR.22,16,0
2006,BW.182,7,0
2007,E.15,8,0
2006,AM.6,2,0
2007,AM.6,2,0
2007,BW.142,13,0
2006,AF.25,32,0
2007,AF.25,40,0
2006,AG.2,62,0
2006,BZ.40,6,0
2005,AK.1,3,0
2006,AK.1,4,0
2007,AJ.102,26,0
2006,AJ.102,25,0
2005,BQ.2,18,0
2006,BQ.2,12,0
2007,BQ.2,11,0
2007,BH.46,26,0
2007,BG.11,18,0
2005,AI.30,17,0
2005,R.37,34,0
2007,U.5,16,0
2005,BG.1,15,0
2006,BG.1,16,1
2007,BG.1,22,0
2005,AH.60,37,0
2006,BT.40,27,0
2006,B.1,7,0
2007,Q.47,7,0
2006,BG.6,3,0
2006,BW.147,6,0
2007,BW.147,11,1
2006,AL.92,22,0
2006,P.25,88,1
2007,BA.2,16,0
2007,X.53,67,1
2007,BO.97,7,0
2007,AJ.75,6,0
2006,AJ.75,8,0
2006,BH.3,9,0
2007,BH.3,10,0
2006,Q.47,12,0
2006,AP.6,3,0
2006,AM.4,10,0
2007,AM.4,8,0
2006,AU.21,9,0
2007,AU.21,8,0
2007,AP.8,2,0
2006,BT.32,20,0
2007,BT.32,24,0
2007,AL.99,42,0
2007,AH.53,10,0
2007,K.67,35,0
2007,BW.138,5,0
2007,BO.26,6,0
2007,R.51,12,0
2006,P.8,53,0
2006,BA.15,15,0
2007,BH.17,31,0
2006,BH.6,5,0
2006,AH.84,11,0
2007,AH.84,8,0
2006,BO.26,6,0
2006,AZ.40,4,0
2007,AZ.40,3,0
2006,Z.14,8,0
2007,B.1,7,0
2007,AJ.25,15,1
2006,AJ.56,13,1
2007,AJ.56,12,0
2007,C.1,3,0
2007,AL.84,17,0
2006,AP.9,11,0
2006,R.5,2,0
2007,R.5,2,0
2006,AI.49,16,0
2006,AZ.4,24,0
2007,R.37,18,0
2006,L.11,2,0
2006,AE.2,14,0
2007,BG.8,28,0
2005,BT.40,26,0
2006,BH.5,9,0
2007,BH.5,6,0
2005,BO.99,5,0
2005,BA.2,16,0
2006,BA.2,12,0
2005,BW.185,10,0
2007,AU.70,8,0
2005,BL.3,22,0
2006,BL.3,26,0
2007,BL.3,30,0
2007,E.3,13,0
2007,AS.1,13,0
2005,BA.10,5,0
2006,BA.10,6,0
2007,BA.10,6,0
2005,BO.26,8,0
2006,E.15,6,0
2005,AJ.66,1,0
2006,AJ.66,1,0
2007,K.27,4,0
2007,BT.9,17,0
2007,BM.6,6,0
2007,AM.10,1,0
2006,BF.21,6,0
2006,AR.34,6,0
2007,AR.34,6,0
2007,AG.7,25,0
2006,BT.5,6,0
2007,BT.5,6,0
2007,V.5,3,0
2007,AY.12,46,0
2006,AB.2,1,0
2007,AB.2,1,0
2007,AZ.4,13,0
2006,R.38,11,0
2007,R.38,9,0
2007,BG.10,14,0
2007,AM.3,13,0
2007,AF.3,33,0
2007,E.2,2,0
2007,AJ.22,8,0
